Taxa,Spp,totalSppPix,Rank
M,mKEMYx,13991453,56.0
M,mKIFOx,915837433,287.0
M,mKJPGx,27963492,86.0
M,mLBMYx,2546374332,343.0
M,mLECHx,1428521849,313.0
M,mLEMYx,1475175657,316.0
M,mLEWEx,939747451,289.0
M,mLLMYx,1973544041,332.0
M,mLOCHx,30151867,90.0
M,mLOECx,22884425,75.0
M,mLPMOx,278643263,214.0
M,mLTPMx,255626233,211.0
M,mLTSHx,77792617,143.0
M,mLTVOx,789083100,276.0
M,mLTWEx,3704294186,356.0
M,mMAORx,134774421,179.0
M,mMARAx,107668995,158.0
M,mMEDEx,5332280,35.0
M,mMESHx,1322857702,307.0
M,mMESQx,458257002,241.0
M,mMEVOx,731619456,273.0
M,mMEWOx,454468261,240.0
M,mMFSQx,1848691,24.0
M,mMFTBx,4026145038,358.0
M,mMGSQx,91264387,151.0
M,mMGVOx,72320964,139.0
M,mMJMOx,148003191,184.0
M,mMKRAx,531980602,255.0
M,mMLNBx,17172143,62.0
M,mMLSHx,759543,13.0
M,mMLTBx,30418319,91.0
M,mMMCHx,44518193,110.0
M,mMOCOx,1204496356,303.0
M,mMOGOx,27048195,81.0
M,mMOOSx,572326726,260.0
M,mMOSQx,18767508,66.0
M,mMOVOx,526397362,252.0
M,mMPGOx,11677946,54.0
M,mMPMOx,445201467,238.0
M,mMRSHx,99886599,155.0
M,mMSPMx,1840446,23.0
M,mMUDEx,2361997186,338.0
M,mNADEx,2446389111,339.0
M,mNALSx,1699656275,327.0
M,mNAPOx,4342462223,359.0
M,mNAROx,527140525,253.0
M,mNASQx,86386,2.0
M,mNAWVx,43633940,106.0
M,mNBARx,2007008160,333.0
M,mNBDEx,21179498,72.0
M,mNBLEx,70805449,136.0
M,mNESEx,51168734,119.0
M,mNFKRx,7706010,46.0
M,mNFSEx,2409503,27.0
M,mNFSQx,766783887,274.0
M,mNGCOx,5878455,41.0
M,mNGMOx,1665509068,326.0
M,mNMSHx,990991,16.0
M,mNODEx,73375717,140.0
M,mNOMYx,1219414379,304.0
M,mNOSSx,3015128936,350.0
M,mNPGOx,1519914563,319.0
M,mNPMOx,70497786,135.0
M,mNPYMx,20087525,68.0
M,mNRDEx,444431310,237.0
M,mNYBAx,574794587,261.0
M,mOBPMx,486135174,244.0
M,mOCELx,601283,10.0
M,mOKRAx,1527495743,320.0
M,mOLDEx,152619914,186.0
M,mOLMAx,656952,11.0
M,mORSHx,104425437,157.0
M,mPABAx,2546260600,342.0
M,mPACHx,274157,5.0
M,mPASHx,37049874,99.0
M,mPBSHx,474952074,243.0
M,mPFTBx,121785296,166.0
M,mPGFBx,27524685,84.0
M,mPGSQx,341354845,221.0
M,mPHMOx,821465754,280.0
M,mPIDEx,838388119,281.0
M,mPIKAx,65470328,132.0
M,mPJMOx,128333379,173.0
M,mPKMOx,59878243,125.0
M,mPKRAx,40144853,102.0
M,mPMBAx,314002,7.0
M,mPNCHx,14389155,58.0
M,mPPGOx,1199533133,302.0
M,mPPMOx,819761402,279.0
M,mPRONx,1498447460,317.0
M,mPRSHx,500676352,249.0
M,mPRVOx,939075108,288.0
M,mPTPDx,717138494,270.0
M,mPYRAx,297767173,218.0
M,mRACCx,5317704957,361.0
M,mRBEBx,868472352,284.0
M,mRBSQx,208161,3.0
M,mREFOx,2514947400,341.0
M,mRESQx,1115860974,299.0
M,mRGSQx,405271215,230.0
M,mRINGx,1368921030,308.0
M,mROCOx,1435160,22.0
M,mRORAx,74977398,141.0
M,mROSQx,1236100039,305.0
M,mROVOx,121115182,164.0
M,mRPMOx,147027741,182.0
M,mRTCHx,89467365,150.0
M,mRTGSx,145247906,181.0
M,mRTMUx,34558046,97.0
M,mRTVOx,34201538,96.0
M,mSACOx,46471339,113.0
M,mSADEx,19469051,67.0
M,mSAMBx,49600229,115.0
M,mSAVOx,424754051,233.0
M,mSBLEx,563406345,258.0
M,mSDPMx,21344214,73.0
M,mSEBAx,704218631,268.0
M,mSEGOx,84428363,147.0
M,mSEMYx,495714925,246.0
M,mSEOTx,3293970,30.0
M,mSEWEx,32705318,93.0
M,mSFSQx,1444943629,314.0
M,mSGMOx,372954932,226.0
M,mSGSQx,771594174,275.0
M,mSHBAx,2935504427,349.0
M,mSHCHx,59714795,124.0
M,mSHMOx,131908989,178.0
M,mSICHx,23091323,76.0
M,mSIKAx,20342735,69.0
M,mSJKRx,5536348,36.0
M,mSJPMx,32982911,94.0
M,mSKRAx,2985072,29.0
M,mSLMOx,718439224,271.0
M,mSMHMx,421725,8.0
M,mSMSHx,237470135,209.0
M,mSNHAx,1039195379,294.0
M,mSNMOx,496883968,248.0
M,mSOCHx,45011373,111.0
M,mSOTSx,907049180,286.0
M,mSPBAx,1519273304,318.0
M,mSPGOx,1420699,21.0
M,mSPMOx,23277971,77.0
M,mSPOGx,296246,6.0
M,mSPSHx,590036302,262.0
M,mSPWOx,433108879,236.0
M,mSRBVx,841299071,282.0
M,mSSLIx,17903124,63.0
M,mSTSKx,7252391075,363.0
M,mSTVOx,16792354,61.0
M,mSTWOx,64315716,128.0
M,mSWFOx,329636037,220.0
M,mSWMYx,59329979,123.0
M,mSWRAx,131158089,176.0
M,mSYBAx,10457067,52.0
M,mTASQx,131888576,177.0
M,mTBCRx,64343840,129.0
M,mTBEBx,3477521201,355.0
M,mTGSQx,8940402,49.0
M,mTKRAx,4061008,31.0
M,mTLGSx,2735205800,347.0
M,mTOCHx,93273583,153.0
M,mTOMOx,102998291,156.0
M,mTOVOx,28027745,87.0
M,mTPGOx,87316718,148.0
M,mTRSHx,49762525,116.0
M,mTXDEx,128738505,174.0
M,mTXGOx,38359525,100.0
M,mUGSQx,126200935,170.0
M,mUICHx,149315739,185.0
M,mUMBAx,2284091,26.0
M,mUPDOx,9582191,51.0
M,mVASHx,877907459,285.0
M,mVIOPx,3943450182,357.0
M,mWADEx,280203250,215.0
M,mWASQx,7432931,45.0
M,mWBBAx,9388548,50.0
M,mWEMOx,88258436,149.0
M,mWEPIx,1838549887,328.0
M,mWEPMx,732637,12.0
M,mWFDEx,1580828468,324.0
M,mWFVOx,44471169,108.0
M,mWGSQx,183216688,197.0
M,mWHMOx,1856094498,329.0
M,mWHVOx,303645946,219.0
M,mWIBOx,1055251041,296.0
M,mWIMAx,59118703,122.0
M,mWJMOx,147254533,183.0
M,mWOLVx,121656982,165.0
M,mWOODx,2608830139,345.0
M,mWOVOx,1063016953,297.0
M,mWPGOx,18023969,64.0
M,mWRBAx,21006855,70.0
M,mWRBVx,91813826,152.0
M,mWSFMx,516442511,251.0
M,mWSJAx,1377532,20.0
M,mWSSKx,1971324910,331.0
M,mWTASx,796659939,277.0
M,mWTDEx,3396591241,354.0
M,mWTHWx,491552813,245.0
M,mWTJAx,1602060324,325.0
M,mWTPDx,188936323,199.0
M,mWTWOx,296510950,217.0
M,mWYBAx,155506001,187.0
M,mWYGOx,4541520,33.0
M,mWYSQx,253976262,210.0
M,mYCCHx,7383612,44.0
M,mYEMAx,1047495615,295.0
M,mYFPGx,400969365,229.0
M,mYNCRx,42174242,104.0
M,mYPCHx,429591515,234.0
M,mYUMYx,2237661440,336.0
R,rALTUx,1544073,31.0
R,rAMALx,196974970,204.0
R,rANLIx,1903261,35.0
R,rAQGAx,2278571,42.0
R,rARBCx,220692,10.0
R,rASTUx,71353881,151.0
R,rASWHx,4638593,62.0
R,rAZTUx,8086,2.0
R,rBARAx,92639693,164.0
R,rBCBLx,4950205,66.0
R,rBCCLx,11170581,89.0
R,rBCCOx,2660651,46.0
R,rBCRAx,1393530,30.0
R,rBHLIx,90908290,163.0
R,rBHSKx,747272178,280.0
R,rBKMTx,434136,16.0
R,rBLSSx,87494088,161.0
R,rBMTUx,686924,24.0
R,rBNGAx,599347386,266.0
R,rBNLIx,2308593,44.0
R,rBNLLx,9775451,86.0
R,rBOTUx,3534263,54.0
R,rBRLIx,5059485,67.0
R,rBRVIx,503664,20.0
R,rBRVWx,1579284,32.0
R,rBRWAx,108991530,168.0
R,rBTRAx,422996977,250.0
R,rBTURx,47454855,131.0
R,rBUGAx,17862244,104.0
R,rCAISx,76496737,153.0
R,rCALIx,2045240,36.0
R,rCBHSx,4860509,65.0
R,rCCHUx,234035371,223.0
R,rCCHWx,3683088,58.0
R,rCCWHx,304620425,234.0
R,rCDFLx,8741967,82.0
R,rCESNx,639170,23.0
R,rCFLSx,731264028,279.0
R,rCFTLx,1674122,33.0
R,rCHGAx,78141464,156.0
R,rCHNIx,773850191,284.0
R,rCHNSx,162576122,193.0
R,rCHTUx,145818679,187.0
R,rCKINx,2741050397,317.0
R,rCLELx,1232322464,304.0
R,rCLIZx,43118116,126.0
R,rCLLIx,502282,19.0
R,rCLSLx,139675751,183.0
R,rCMKIx,143754955,184.0
R,rCMTUx,3664834,57.0
R,rCNIGx,121947828,174.0
R,rCOACx,1652938683,312.0
R,rCOGAx,2691493467,316.0
R,rCOPPx,1150832165,300.0
R,rCOSKx,44689687,129.0
R,rCOSLx,1562348926,309.0
R,rCOTTx,217854463,219.0
R,rCOWAx,2137743,40.0
R,rCROCx,13113415,93.0
R,rCRSLx,284199343,232.0
R,rCSBLx,1422323196,308.0
R,rCSPWx,420074074,249.0
R,rCSWHx,6083232,73.0
R,rCWHIx,248087456,226.0
R,rDBTEx,137548175,182.0
R,rDBWAx,216434700,218.0
R,rDEBRx,3316298446,319.0
R,rDEIGx,194587949,203.0
R,rDENIx,993093300,289.0
R,rDETOx,210825456,215.0
R,rDGWHx,67686291,147.0
R,rDHLIx,607430039,268.0
R,rDHNSx,52822062,136.0
R,rDNLIx,214616623,216.0
R,rDSALx,5135875,68.0
R,rDSLIx,562648551,264.0
R,rEAFOx,9673160,85.0
R,rEARAx,569907357,265.0
R,rEARIx,353288149,240.0
R,rEBTUx,1062403976,293.0
R,rECLIx,1041613797,292.0
R,rEDBRx,147062087,188.0
R,rEELIx,21300593,109.0
R,rEFLIx,2105950247,315.0
R,rEGLIx,63473824,145.0
R,rEHNSx,1188744679,302.0
R,rEISNx,48749970,133.0
R,rEMDTx,210629686,214.0
R,rEMSTx,244134376,225.0
R,rEMTUx,962189,26.0
R,rEPNSx,360546618,242.0
R,rEWSNx,714963518,277.0
R,rFCSNx,12794804,92.0
R,rFGWAx,70787930,150.0
R,rFHSNx,663306846,273.0
R,rFLBRx,116359516,170.0
R,rFLMTx,728081,25.0
R,rFLSKx,17231288,102.0
R,rFLSOx,2368982,45.0
R,rFLWOx,13190830,94.0
R,rFMTUx,17505144,103.0
R,rFRBCx,20498623,106.0
R,rFSLIx,3604473,56.0
R,rFSSKx,4313299,60.0
R,rFTHLx,16540918,101.0
R,rGBCLx,454245203,252.0
R,rGBKIx,89564839,162.0
R,rGCRSx,118039391,172.0
R,rGCSNx,64513002,146.0
R,rGCWHx,3573709,55.0
R,rGELIx,470198855,253.0
R,rGHLIx,35590617,119.0
R,rGIGAx,11878667,90.0
R,rGIMOx,209753399,212.0
R,rGISKx,123459996,175.0
R,rGLSNx,869648282,287.0
R,rGLSWx,58206509,141.0
R,rGNLIx,7394162,78.0
R,rGNRAx,10050559,87.0
R,rGNSLx,5591632,71.0
R,rGOPHx,4617109513,321.0
R,rGOTOx,167265721,196.0
R,rGPRAx,513336808,258.0
R,rGPSKx,720546776,278.0
R,rGPSLx,14421266,97.0
R,rGRANx,700492867,275.0
R,rGRRAx,996795106,291.0
R,rGSHLx,1366492353,307.0
R,rGSTUx,135031784,180.0
R,rHACOx,117283119,171.0
R,rHSTUx,159444148,192.0
R,rIGLIx,29924578,115.0
R,rINLIx,123616,6.0
R,rKELIx,36496391,123.0
R,rKISNx,38295851,125.0
R,rKRSTx,128944223,176.0
R,rLASWx,29112359,114.0
R,rLBSKx,1217725340,303.0
R,rLEATx,178287731,198.0
R,rLISNx,318243390,237.0
R,rLISWx,316449194,236.0
R,rLMTUx,26645949,113.0
R,rLNLLx,813416382,286.0
R,rLNSNx,995943774,290.0
R,rLOGTx,156120367,189.0
R,rLOPIx,35833723,120.0
R,rLTBLx,136430733,181.0
R,rLWWHx,1359080,29.0
R,rMALIx,6759890,77.0
R,rMASSx,520390770,259.0
R,rMBHSx,6588654,76.0
R,rMEGAx,315653,14.0
R,rMFTLx,38169778,124.0
R,rMGLIx,56221900,139.0
R,rMHNSx,233026243,222.0
R,rMILKx,4057765207,320.0
R,rMLSKx,749955421,281.0
R,rMORAx,274592244,230.0
R,rMOSKx,48958729,134.0
R,rMPSLx,273907,13.0
R,rMSWAx,43928387,127.0
R,rMTSKx,3101059,51.0
R,rNALIx,201606940,206.0
R,rNARAx,5398864437,322.0
R,rNHGAx,166189,8.0
R,rNMTHx,376466406,245.0
R,rNMTUx,8931070,83.0
R,rNMWHx,115642345,169.0
R,rNRBCx,20931017,108.0
R,rNRBOx,1077898338,294.0
R,rNWATx,340100736,239.0
R,rNWGAx,70436468,149.0
R,rOBTUx,1620173359,311.0
R,rOMTUx,25169590,112.0
R,rORSTx,35564478,118.0
R,rORWHx,5578172,70.0
R,rOTLIx,475256505,254.0
R,rPALIx,9656496,84.0
R,rPASWx,23401703,111.0
R,rPATUx,225155750,221.0
R,rPBHSx,772437167,283.0
R,rPBWAx,133461573,179.0
R,rPCOOx,8098836,79.0
R,rPFLIx,531367024,262.0
R,rPHNSx,1133103405,297.0
R,rPINEx,205752377,209.0
R,rPLGAx,525523390,261.0
R,rPLSWx,301751092,233.0
R,rPLTGx,3400950,53.0
R,rPLWHx,20724049,107.0
R,rPMTUx,126976,7.0
R,rPOSLx,182690419,199.0
R,rPRATx,410483087,248.0
R,rPRRAx,2009072346,314.0
R,rPRSKx,187569393,201.0
R,rPSHLx,210419533,213.0
R,rPWLIx,44220310,128.0
R,rQUEEx,333641603,238.0
R,rRASNx,107163600,167.0
R,rRAWHx,2286849,43.0
R,rRBGEx,8255591,81.0
R,rRBLIx,47916130,132.0
R,rRBMTx,15474718,98.0
R,rRBMUx,216255031,217.0
R,rRBSNx,550026233,263.0
R,rRBSSx,4835427,64.0
R,rRBWHx,16338286,100.0
R,rRCLIx,32997519,116.0
R,rRDRAx,15659602,99.0
R,rRECOx,305686840,235.0
R,rREGEx,1699598,34.0
R,rRFMTx,23487,3.0
R,rRGCOx,461789,17.0
R,rRHLIx,71556223,152.0
R,rRICOx,53081554,137.0
R,rRMTUx,264093,12.0
R,rRNRAx,523543,21.0
R,rRNSNx,3293144483,318.0
R,rROBOx,168462584,197.0
R,rROEAx,780761815,285.0
R,rROGRx,603207842,267.0
R,rRRATx,44890971,130.0
R,rRRCSx,1121255,27.0
R,rRTHLx,399591463,247.0
R,rSALSx,34954500,117.0
R,rSANLx,5746,1.0
R,rSAWAx,22869714,110.0
R,rSBGEx,542136,22.0
R,rSBHSx,500384597,256.0
R,rSBLIx,10826875,88.0
R,rSBRAx,156863007,191.0
R,rSCARx,489405026,255.0
R,rSCLIx,36000965,121.0
R,rSCSNx,4690997,63.0
R,rSCWHx,61345511,143.0
R,rSESNx,252306370,227.0
R,rSFLSx,166762618,195.0
R,rSGLIx,1153023398,301.0
R,rSHGAx,3040068,50.0
R,rSHNSx,79319528,158.0
R,rSIDEx,203018095,207.0
R,rSIGAx,3928990,59.0
R,rSINLx,2051742,37.0
R,rSLCOx,105034387,166.0
R,rSLRAx,1844652747,313.0
R,rSMEAx,765862214,282.0
R,rSMGRx,522681569,260.0
R,rSMKIx,121172226,173.0
R,rSMSOx,13422277,95.0
R,rSNTUx,622059079,270.0
R,rSOALx,184307246,200.0
R,rSOCOx,86904907,160.0
R,rSOMTx,375509,15.0
R,rSOPTx,60897337,142.0
R,rSOWAx,144000066,186.0
R,rSOWHx,78380654,157.0
R,rSPLIx,2113694,39.0
R,rSPLSx,131260259,178.0
R,rSPRAx,489393,18.0
R,rSPSNx,162831545,194.0
R,rSPSOx,242097423,224.0
R,rSPTUx,371581548,244.0
R,rSRATx,263752801,228.0
R,rSRBOx,2843781,48.0
R,rSSNSx,5769986,72.0
R,rSSWHx,13512672,96.0
R,rSTELx,156380473,190.0
R,rSTMTx,77171380,155.0
R,rSTRAx,99275095,165.0
R,rSTSNx,3367183,52.0
R,rSTWHx,1093846472,295.0
R,rSUCOx,180294,9.0
R,rTALIx,76590019,154.0
R,rTBHSx,20337248,105.0
R,rTEGAx,1595333689,310.0
R,rTERAx,682215313,274.0
R,rTHLIx,661213560,272.0
R,rTHNSx,12787431,91.0
R,rTIRAx,1137049247,299.0
R,rTIWHx,711709261,276.0
R,rTMTUx,250731,11.0
R,rTPRAx,143774491,185.0
R,rTRATx,61449827,144.0
R,rTSGAx,6256165,74.0
R,rTSLIx,206479105,211.0
R,rTSRAx,1229031,28.0
R,rTSSLx,204395161,208.0
R,rTSSNx,2107402,38.0
R,rTXBGx,129914642,177.0
R,rTXCOx,2950350,49.0
R,rTXCSx,191566667,202.0
R,rTXLYx,52745441,135.0
R,rTXTHx,353852678,241.0
R,rTXTOx,68042904,148.0
R,rVASAx,57970288,140.0
R,rWBGEx,383376642,246.0
R,rWBHSx,55072756,138.0
R,rWDBRx,1135745145,298.0
R,rWEFOx,503264809,257.0
R,rWELYx,363228008,243.0
R,rWERAx,1287534344,305.0
R,rWERIx,205805313,210.0
R,rWESKx,656413584,271.0
R,rWETHx,451837503,251.0
R,rWEWOx,197026436,205.0
R,rWFLIx,945253264,288.0
R,rWGROx,1107535437,296.0
R,rWNLIx,2794256,47.0
R,rWOSLx,6271552,75.0
R,rWOTUx,86328824,159.0
R,rWPNSx,616455277,269.0
R,rWPTUx,8133420,80.0
R,rWSNSx,223087403,220.0
R,rYBHSx,99687,4.0
R,rYBKIx,1301776881,306.0
R,rYBMTx,102728,5.0
R,rYBSLx,281539823,231.0
R,rYFTLx,5396464,69.0
R,rYHGEx,2213655,41.0
R,rYMTUx,36078638,122.0
R,rYSLIx,4549422,61.0
R,rZTLIx,265770779,229.0
